Date,Close/Last
2/12/2024,$95.47 
2/13/2024,$93.87 
2/14/2024,$94.07 
2/15/2024,$93.22 
2/16/2024,$93.22 
2/20/2024,$93.46 
2/21/2024,$95.02 
2/22/2024,$95.78 
2/23/2024,$95.62 
2/26/2024,$94.28 
2/27/2024,$94.13 
2/28/2024,$93.00 
2/29/2024,$94.90 
3/1/2024,$93.16 
3/4/2024,$92.46 
3/5/2024,$91.22 
3/6/2024,$91.65 
3/7/2024,$90.95 
3/8/2024,$91.06 
3/11/2024,$92.07 
3/12/2024,$92.40 
3/13/2024,$91.61 
3/14/2024,$91.66 
3/15/2024,$90.12 
3/18/2024,$91.01 
3/19/2024,$91.59 
3/20/2024,$92.60 
3/21/2024,$91.66 
3/22/2024,$90.71 
3/25/2024,$90.67 
3/26/2024,$90.36 
3/27/2024,$91.50 
3/28/2024,$91.39 
4/1/2024,$91.53 
4/2/2024,$89.30 
4/3/2024,$88.70 
4/4/2024,$87.62 
4/5/2024,$86.85 
4/8/2024,$87.19 
4/9/2024,$87.13 
4/10/2024,$85.95 
4/11/2024,$85.90 
4/12/2024,$84.92 
4/15/2024,$85.17 
4/16/2024,$85.42 
4/17/2024,$86.21 
4/18/2024,$87.15 
4/19/2024,$87.61 
4/22/2024,$88.18 
4/23/2024,$87.87 
4/24/2024,$88.75 
4/25/2024,$87.84 
4/26/2024,$88.25 
4/29/2024,$88.33 
4/30/2024,$88.49 
5/1/2024,$74.44 
5/2/2024,$74.93 
5/3/2024,$73.11 
5/6/2024,$72.90 
5/7/2024,$72.50 
5/8/2024,$73.50 
5/9/2024,$75.68 
5/10/2024,$76.11 
5/13/2024,$76.18 
5/14/2024,$75.63 
5/15/2024,$75.70 
5/16/2024,$75.28 
5/17/2024,$77.85 
5/20/2024,$77.54 
5/21/2024,$77.72 
5/22/2024,$80.72 
5/23/2024,$78.31 
5/24/2024,$78.87 
5/28/2024,$77.48 
5/29/2024,$76.88 
5/30/2024,$78.76 
5/31/2024,$80.22 
6/3/2024,$82.08 
6/4/2024,$82.79 
6/5/2024,$81.16 
6/6/2024,$81.47 
6/7/2024,$81.43 
6/10/2024,$81.60 
6/11/2024,$79.89 
6/12/2024,$79.38 
6/13/2024,$80.24 
6/14/2024,$79.65 
6/17/2024,$81.33 
6/18/2024,$80.20 
6/20/2024,$79.72 
6/21/2024,$79.91 
6/24/2024,$79.73 
6/25/2024,$79.28 
6/26/2024,$79.15 
6/27/2024,$79.24 
6/28/2024,$77.85 
7/1/2024,$77.13 
7/2/2024,$76.83 
7/3/2024,$76.26 
7/5/2024,$76.05 
7/8/2024,$74.57 
7/9/2024,$72.75 
7/10/2024,$72.51 
7/11/2024,$73.30 
7/12/2024,$74.83 
7/15/2024,$72.75 
7/16/2024,$75.51 
7/17/2024,$75.10 
7/18/2024,$74.19 
7/19/2024,$79.27 
7/22/2024,$76.55 
7/23/2024,$76.26 
7/24/2024,$74.68 
7/25/2024,$73.32 
7/26/2024,$74.05 
7/29/2024,$75.20 
7/30/2024,$75.94 
7/31/2024,$77.95 
8/1/2024,$75.11 
8/2/2024,$75.88 
8/5/2024,$73.86 
8/6/2024,$75.37 
8/7/2024,$75.29 
